ordercode,productcode,quantity,discount
230,54,2,0.11
230,1302,1,0.13
231,1550,7,0.11
231,1211,10,0.2
231,462,4,0.12
231,1633,8,0.13
231,194,3,0.14
231,98,6,0.11
231,886,8,0.12
231,1770,10,0.06
231,1689,10,0.02
231,164,4,0.11
232,1810,8,0.19
232,1360,9,0.16
232,1653,3,0.14
232,988,3,0.01
232,818,9,0.12
232,516,4,0.04
232,1762,5,0.14
232,1648,1,0.07
232,933,7,0.08
232,1794,8,0.11
233,1836,3,0.0
233,620,5,0.08
233,1052,4,0.07
233,1821,7,0.13
233,1088,9,0.07
233,1664,1,0.14
233,128,6,0.15
234,47,6,0.19
234,554,1,0.11
234,1444,7,0.0
234,630,2,0.09
234,1111,2,0.16
234,403,8,0.08
235,510,10,0.19
235,1168,8,0.2
235,1625,8,0.03
235,75,2,0.11
235,1933,9,0.14
235,329,9,0.02
235,532,9,0.1
235,1293,4,0.17
235,1000,2,0.14
235,1582,2,0.08
236,1830,9,0.05
236,911,3,0.02
236,974,4,0.19
237,85,7,0.09
237,1148,4,0.06
237,577,7,0.19
238,34,8,0.13
239,926,5,0.1
239,1779,3,0.17
239,756,9,0.05
239,449,7,0.15
239,1577,1,0.18
240,1732,9,0.04
241,1649,5,0.03
241,838,7,0.1
241,340,6,0.12
242,1945,8,0.16
243,114,9,0.02
243,950,5,0.2
243,206,4,0.11
243,1618,6,0.09
243,1136,5,0.19
243,1726,3,0.15
243,1720,4,0.08
244,1845,3,0.14
244,1418,2,0.13
244,246,3,0.07
244,628,4,0.18
244,1290,10,0.15
245,1977,8,0.19
245,1897,2,0.1
245,21,3,0.1
245,860,10,0.18
246,774,8,0.16
246,1706,5,0.17
247,235,1,0.17
247,1729,7,0.01
248,1782,4,0.07
248,1443,1,0.18
248,400,8,0.14
248,1959,7,0.02
248,316,5,0.16
248,1042,9,0.16
248,1601,9,0.01
248,315,3,0.14
248,1814,9,0.17
249,1620,9,0.18
249,238,9,0.05
249,1145,1,0.15
250,24,1,0.02
250,1987,8,0.19
250,1801,6,0.11
250,1481,6,0.19
250,1849,7,0.12
250,1658,4,0.09
250,1922,9,0.02
250,758,6,0.19
250,1645,6,0.03
250,288,10,0.16
251,1450,8,0.05
251,1645,6,0.13
251,82,2,0.08
251,1645,3,0.14
251,1080,2,0.16
251,707,6,0.11
251,137,1,0.17
252,659,10,0.15
252,1053,8,0.1
252,969,5,0.17
252,155,7,0.19
252,1004,6,0.01
252,948,4,0.09
252,701,5,0.1
252,326,3,0.18
252,322,5,0.04
252,293,8,0.16
253,757,5,0.14
253,806,9,0.05
253,979,3,0.18
253,57,6,0.11
253,1935,6,0.01
253,1867,1,0.14
254,1526,4,0.14
254,1950,3,0.0
254,945,1,0.07
254,1807,8,0.05
255,1558,10,0.19
255,1733,3,0.02
255,537,5,0.13
255,1837,8,0.01
255,1483,6,0.02
255,1417,4,0.06
255,1508,4,0.11
255,716,5,0.03
256,883,3,0.18
256,1045,9,0.16
256,394,2,0.1
256,617,3,0.06
256,1064,10,0.12
256,789,1,0.16
256,1905,5,0.09
256,309,5,0.14
257,17,8,0.06
257,1789,2,0.19
257,651,1,0.01
257,1381,4,0.19
257,716,2,0.03
257,1209,10,0.0
257,1297,4,0.01
257,510,8,0.19
257,466,8,0.07
258,386,7,0.08
258,429,5,0.15
258,629,4,0.06
258,1175,9,0.17
258,343,6,0.05
258,1800,3,0.08
258,1160,10,0.19
258,584,9,0.03
258,1537,4,0.06
259,816,8,0.1
259,1887,2,0.11
259,1506,2,0.16
259,1955,2,0.2
260,1989,10,0.04
260,600,10,0.01
260,1854,6,0.15
261,1338,4,0.06
262,459,6,0.01
262,344,2,0.15
262,389,1,0.07
262,475,5,0.16
262,1471,9,0.18
262,1463,3,0.03
262,1836,2,0.0
263,1148,10,0.13
263,472,6,0.05
263,399,1,0.16
263,787,2,0.02
263,663,4,0.13
263,335,10,0.18
263,577,5,0.02
263,349,1,0.08
263,1196,4,0.09
263,703,5,0.05
264,567,8,0.12
264,1547,5,0.02
265,908,2,0.06
265,1586,4,0.1
266,471,7,0.03
266,221,3,0.18
266,723,4,0.08
266,380,7,0.1
267,1271,8,0.07
267,1743,7,0.15
267,1443,1,0.17
267,523,4,0.07
267,1874,4,0.17
267,713,6,0.02
267,1706,10,0.03
268,1190,6,0.02
268,473,10,0.0
268,1609,1,0.01
268,1234,3,0.07
268,1010,5,0.15
268,1720,2,0.18
268,571,8,0.12
268,614,9,0.06
269,1158,1,0.07
269,921,10,0.14
269,204,6,0.15
269,81,9,0.08
269,762,10,0.02
269,1673,8,0.08
269,1384,7,0.15
269,54,10,0.18
270,622,6,0.15
270,1626,5,0.18
270,1395,10,0.18
271,1442,7,0.14
271,1181,3,0.14
271,1469,1,0.19
271,1846,4,0.17
271,1881,5,0.05
272,22,10,0.03
272,1640,9,0.14
272,1181,6,0.08
272,12,4,0.02
272,1019,1,0.08
272,1569,7,0.08
272,380,1,0.07
272,576,7,0.2
272,1857,10,0.04
273,1458,10,0.0
273,254,9,0.14
273,853,4,0.03
273,242,6,0.08
273,1064,8,0.03
273,1676,3,0.13
274,427,5,0.13
274,498,3,0.01
275,346,5,0.07
275,1473,5,0.04
275,1262,10,0.09
275,165,10,0.07
275,1959,8,0.14
276,433,6,0.17
276,76,6,0.09
276,31,10,0.15
276,1663,7,0.01
276,1454,4,0.18
276,963,1,0.12
276,479,9,0.08
276,1533,9,0.12
276,774,9,0.06
277,904,7,0.04
277,1027,6,0.01
277,481,2,0.08
277,626,1,0.08
277,112,8,0.1
278,801,9,0.14
278,1348,9,0.02
278,1513,7,0.07
278,1602,8,0.19
278,1383,3,0.12
278,1658,9,0.15
278,800,7,0.08
279,400,3,0.16
279,1545,6,0.19
279,1312,3,0.09
279,1367,2,0.12
279,105,6,0.01
280,1491,1,0.12
280,75,7,0.11
280,3,7,0.12
280,900,10,0.1
281,1322,4,0.13
281,1444,3,0.1
281,1733,8,0.1
281,477,5,0.07
281,1539,5,0.1
282,589,10,0.05
282,694,2,0.13
282,1114,10,0.03
282,1628,9,0.02
283,460,5,0.01
283,415,3,0.13
284,19,5,0.02
284,638,7,0.12
284,1094,6,0.02
284,1391,10,0.04
284,142,1,0.01
284,250,8,0.13
284,704,3,0.08
284,347,1,0.2
285,407,7,0.14
285,1303,4,0.02
285,1595,7,0.18
285,1356,5,0.03
285,144,1,0.14
285,610,6,0.18
286,1041,1,0.17
286,23,6,0.02
286,544,3,0.08
286,413,5,0.03
286,1483,5,0.1
287,105,2,0.15
287,1824,9,0.01
287,1241,8,0.0
287,135,6,0.07
287,1770,2,0.17
287,222,4,0.1
287,1471,1,0.16
287,159,9,0.16
287,1507,2,0.18
287,1491,3,0.02
288,1168,3,0.17
288,1491,3,0.04
288,268,7,0.14
288,148,7,0.17
288,1399,1,0.05
288,1517,10,0.1
288,1146,4,0.0
289,1695,8,0.16
289,683,8,0.17
289,290,9,0.18
290,28,8,0.18
290,322,7,0.2
290,1367,3,0.14
290,603,3,0.16
290,1535,5,0.1
290,76,6,0.15
290,431,4,0.07
290,853,9,0.12
290,337,5,0.12
290,1719,1,0.19
291,850,5,0.08
291,324,8,0.01
291,584,9,0.04
291,79,8,0.01
292,1224,8,0.09
293,1854,10,0.15
293,678,9,0.18
293,1526,2,0.19
293,1564,6,0.07
293,1966,8,0.06
294,56,3,0.2
294,817,3,0.0
294,1975,6,0.1
294,120,10,0.0
295,1694,7,0.1
295,1632,9,0.08
295,265,2,0.07
295,164,1,0.15
295,733,3,0.19
295,1841,1,0.18
295,1052,5,0.05
296,521,10,0.01
296,1652,10,0.19
296,973,3,0.04
296,1434,10,0.04
296,1424,5,0.09
297,1587,7,0.15
298,146,10,0.13
298,1336,2,0.05
298,1174,2,0.04
299,1381,2,0.05
299,254,1,0.07
299,353,2,0.2
299,1825,1,0.19
299,442,2,0.19
299,68,3,0.04
300,991,1,0.0
301,555,5,0.19
301,472,2,0.15
301,1953,6,0.08
301,554,1,0.08
301,760,5,0.01
301,96,5,0.07
301,433,6,0.16
302,1962,7,0.1
302,1215,2,0.09
302,958,1,0.1
302,1985,4,0.11
302,1710,1,0.15
302,202,10,0.1
302,1968,2,0.07
302,342,7,0.09
303,447,3,0.11
303,1227,9,0.14
303,1271,9,0.06
303,73,1,0.1
304,602,3,0.07
304,1198,10,0.05
305,511,10,0.11
305,532,5,0.01
305,1710,10,0.02
306,1935,8,0.14
306,726,2,0.12
306,1554,4,0.16
306,1603,9,0.12
306,1470,9,0.2
307,1966,2,0.02
307,619,3,0.0
307,1398,4,0.03
307,212,3,0.1
307,1031,10,0.08
307,1889,3,0.19
307,1450,2,0.19
308,1088,9,0.02
308,1869,5,0.03
308,1289,2,0.02
309,834,2,0.2
309,956,10,0.17
309,1390,10,0.08
309,1862,1,0.17
309,1287,7,0.04
309,909,1,0.01
309,1264,9,0.19
309,1972,9,0.06
309,31,2,0.18
310,58,7,0.01
310,334,4,0.19
310,1923,7,0.1
310,1820,8,0.11
310,1279,6,0.11
310,98,8,0.06
310,1111,7,0.04
310,1201,3,0.11
310,1768,5,0.15
310,1925,6,0.15
311,20,2,0.06
312,1821,3,0.18
313,1984,9,0.13
314,1846,9,0.07
314,257,4,0.1
315,1159,1,0.08
315,1388,1,0.06
315,532,8,0.11
315,1579,6,0.14
315,1888,8,0.02
315,1525,3,0.2
316,93,2,0.04
316,980,8,0.14
317,1412,7,0.02
317,863,7,0.03
317,644,8,0.11
317,1997,8,0.14
317,1824,10,0.17
318,367,6,0.14
318,805,4,0.12
318,1610,8,0.15
318,1576,1,0.07
318,1179,6,0.01
318,1248,10,0.09
318,258,3,0.16
318,965,2,0.07
318,688,3,0.11
318,1792,2,0.1
319,1570,10,0.01
319,1534,6,0.19
320,1076,4,0.17
320,127,5,0.16
321,665,8,0.04
321,1338,8,0.16
321,486,4,0.05
321,598,5,0.15
321,1589,7,0.19
321,1946,3,0.18
321,576,10,0.03
321,1681,1,0.2
321,1912,8,0.06
321,455,9,0.04
322,1278,2,0.1
322,968,6,0.05
322,1828,3,0.04
322,127,1,0.05
323,1091,1,0.13
323,36,2,0.01
324,1478,5,0.08
324,1177,5,0.0
324,899,3,0.18
324,41,1,0.11
324,1847,5,0.0
324,109,2,0.14
325,433,3,0.17
325,1321,10,0.09
325,276,9,0.02
326,877,1,0.0
326,917,9,0.17
326,1879,3,0.1
326,1386,7,0.02
326,1791,8,0.13
326,1738,7,0.01
326,742,7,0.17
326,1189,2,0.01
326,1125,4,0.13
326,1880,4,0.0
327,824,5,0.18
327,135,7,0.02
327,1894,10,0.09
327,1295,8,0.14
327,1107,1,0.15
327,370,8,0.14
327,117,4,0.08
327,526,4,0.11
327,730,9,0.16
328,130,3,0.1
328,1775,6,0.17
328,467,6,0.08
329,423,1,0.03
329,1072,10,0.19
330,746,8,0.17
330,1316,9,0.11
330,1363,1,0.09
330,1781,1,0.16
330,152,1,0.03
331,561,10,0.17
331,1278,4,0.06
331,1686,2,0.14
331,1864,1,0.01
331,974,9,0.13
331,1588,5,0.08
331,1425,7,0.17
332,246,9,0.08
332,1816,3,0.07
332,4,7,0.17
332,1943,9,0.09
333,725,1,0.1
333,1078,6,0.02
333,436,4,0.04
334,72,1,0.13
334,426,8,0.16
334,1386,1,0.07
334,1697,4,0.0
334,122,2,0.16
334,1553,7,0.17
335,794,8,0.08
335,1060,7,0.02
335,1053,2,0.06
335,544,5,0.03
335,1158,2,0.2
336,1066,3,0.18
336,884,4,0.2
337,791,4,0.05
337,32,6,0.02
338,1557,5,0.03
338,1555,3,0.04
338,817,8,0.15
338,1105,5,0.06
338,741,2,0.12
338,1349,2,0.07
338,1005,9,0.11
338,1150,2,0.08
338,1979,2,0.16
338,1113,6,0.02
339,1377,3,0.17
339,1941,5,0.18
339,713,2,0.12
339,1394,2,0.19
339,857,9,0.03
339,1599,8,0.15
340,787,2,0.13
340,690,8,0.11
340,407,10,0.19
341,1962,4,0.15
341,789,1,0.12
341,1935,2,0.03
341,1644,2,0.16
341,1811,2,0.11
341,214,5,0.14
341,647,10,0.19
341,1232,3,0.04
342,1823,5,0.13
342,1282,8,0.18
342,1420,8,0.02
342,1063,7,0.14
343,634,2,0.01
343,402,2,0.14
343,845,4,0.18
343,1842,7,0.12
343,677,5,0.13
343,379,10,0.15
343,1965,2,0.13
344,1138,5,0.14
344,1685,9,0.07
344,718,8,0.06
345,234,1,0.1
345,965,9,0.05
345,832,9,0.07
345,376,7,0.1
345,1993,10,0.16
345,1016,6,0.1
345,942,4,0.1
345,1814,4,0.09
345,957,9,0.15
346,1374,9,0.09
346,653,9,0.02
346,420,4,0.19
346,771,10,0.15
346,685,6,0.0
346,1281,7,0.06
346,37,6,0.06
346,1829,3,0.15
347,1566,9,0.18
347,623,2,0.15
347,1573,3,0.18
347,1597,1,0.05
347,378,7,0.11
348,1525,9,0.19
349,1935,6,0.03
349,180,7,0.11
349,1882,6,0.09
349,1939,3,0.07
349,1466,1,0.12
349,1156,9,0.06
350,1311,2,0.18
350,341,6,0.01
350,5,9,0.15
350,1596,8,0.05
350,1430,7,0.0
350,1223,8,0.16
350,296,2,0.13
350,1846,4,0.15
350,1214,9,0.07
350,1611,4,0.19
351,461,5,0.06
351,1985,5,0.16
351,1544,10,0.16
351,1619,7,0.17
352,545,5,0.17
352,812,7,0.19
352,1257,2,0.04
352,1761,8,0.18
352,823,5,0.05
352,368,1,0.08
352,1539,1,0.11
353,83,6,0.07
353,1173,9,0.17
353,1303,4,0.16
353,1703,3,0.2
353,1260,4,0.03
353,1343,8,0.02
353,340,4,0.04
353,1942,10,0.15
353,1537,7,0.11
353,334,3,0.16
354,1817,3,0.03
354,1437,6,0.07
354,794,9,0.14
354,1258,10,0.11
354,1068,1,0.09
354,1899,6,0.16
355,610,9,0.04
355,785,9,0.05
355,1474,3,0.03
356,150,3,0.1
356,1829,1,0.17
356,1144,7,0.16
356,1545,1,0.09
356,1620,10,0.04
356,1905,2,0.05
356,438,6,0.01
356,302,7,0.01
357,1562,4,0.15
357,323,1,0.01
357,166,3,0.02
357,1779,1,0.04
357,1301,1,0.15
357,1290,2,0.18
357,1024,6,0.12
358,922,7,0.08
358,26,8,0.09
358,1409,6,0.02
358,713,9,0.2
358,1622,10,0.05
358,1929,2,0.19
358,839,10,0.02
358,684,1,0.19
358,1439,7,0.13
359,870,2,0.03
359,1236,4,0.19
359,122,5,0.05
359,621,5,0.14
360,1326,1,0.12
360,360,6,0.09
360,1057,7,0.15
360,932,7,0.2
361,623,3,0.12
361,1936,6,0.1
361,200,6,0.16
361,847,1,0.04
361,39,2,0.09
361,1090,2,0.01
361,643,5,0.04
361,374,9,0.12
361,676,2,0.16
361,1762,1,0.16
362,1903,3,0.0
362,1256,5,0.03
363,36,2,0.1
363,648,4,0.1
363,1363,10,0.2
363,424,9,0.14
363,644,4,0.2
363,1837,5,0.09
364,1118,2,0.04
364,735,3,0.08
364,1787,10,0.18
364,1510,8,0.09
364,1982,4,0.01
364,528,7,0.11
364,741,1,0.19
365,1590,3,0.04
365,1469,2,0.01
365,1832,1,0.11
365,47,7,0.19
365,3,2,0.06
365,933,7,0.16
365,1114,7,0.03
365,1218,3,0.02
366,12,6,0.05
366,1411,7,0.07
366,433,1,0.09
366,581,9,0.1
367,778,2,0.11
367,78,10,0.01
367,55,9,0.04
367,1342,8,0.09
367,1858,6,0.11
367,1538,8,0.17
368,417,1,0.16
368,459,5,0.14
368,1710,1,0.04
368,293,6,0.03
369,1221,10,0.09
369,1521,8,0.17
369,1994,1,0.07
369,181,7,0.18
369,1506,1,0.01
369,1747,5,0.01
370,35,3,0.09
370,1355,4,0.09
370,195,3,0.18
371,1777,6,0.11
371,1086,9,0.02
371,1228,2,0.04
372,1226,4,0.11
372,1285,8,0.11
372,902,3,0.13
373,1233,2,0.14
373,1807,8,0.11
373,1667,2,0.05
373,1626,5,0.18
373,283,1,0.14
373,1676,6,0.02
374,1575,5,0.13
374,1203,9,0.13
374,1438,8,0.1
374,395,6,0.09
374,1098,6,0.11
374,28,1,0.17
374,1954,1,0.15
374,1676,10,0.06
375,686,9,0.02
375,1244,4,0.03
375,12,6,0.06
375,398,2,0.06
376,266,5,0.16
376,517,1,0.08
376,13,8,0.2
376,1879,1,0.06
376,1349,2,0.19
376,505,3,0.12
376,456,9,0.01
377,1714,10,0.01
377,1567,7,0.01
377,1038,4,0.07
378,1016,2,0.02
378,1236,6,0.06
378,1531,6,0.19
378,1025,5,0.11
378,1650,2,0.09
378,851,7,0.05
378,1162,2,0.12
378,1320,5,0.19
378,1846,8,0.19
379,1282,9,0.04
379,364,9,0.06
379,246,10,0.11
379,836,2,0.03
379,850,2,0.19
379,1355,7,0.1
379,1170,9,0.04
379,176,7,0.17
379,1261,2,0.19
379,506,9,0.04
380,1943,1,0.16
380,456,3,0.05
380,10,6,0.01
381,939,3,0.04
381,1205,8,0.04
381,1975,7,0.04
381,28,2,0.1
381,132,2,0.18
381,310,3,0.12
381,1437,4,0.07
381,1453,10,0.07
382,835,1,0.04
382,11,2,0.05
382,63,9,0.15
382,1953,2,0.13
382,697,9,0.14
382,1437,6,0.18
382,1151,3,0.01
382,1826,3,0.1
383,1573,7,0.15
383,1630,6,0.11
383,1553,5,0.11
383,1129,7,0.15
383,1272,9,0.14
383,459,8,0.04
384,543,1,0.19
384,594,6,0.07
385,1108,5,0.17
385,1025,8,0.03
385,1749,1,0.12
386,63,9,0.03
386,56,2,0.06
386,1062,7,0.18
386,1579,4,0.13
386,1946,5,0.05
386,205,2,0.05
386,166,8,0.18
387,352,2,0.11
387,1484,3,0.0
387,865,10,0.12
387,1417,7,0.07
387,1157,10,0.07
387,1700,7,0.19
388,95,4,0.15
389,797,6,0.03
389,1697,1,0.14
389,345,3,0.02
389,1738,2,0.02
389,16,9,0.17
389,1722,3,0.1
389,1389,2,0.08
389,1317,6,0.1
389,695,4,0.07
389,951,6,0.17
390,87,6,0.08
390,1194,9,0.04
390,297,3,0.02
390,848,7,0.06
390,761,5,0.11
390,434,7,0.18
390,1503,2,0.18
390,172,8,0.09
390,622,9,0.06
391,1614,10,0.14
391,940,3,0.15
392,762,3,0.01
392,1100,10,0.13
392,1527,7,0.08
393,1596,5,0.04
393,235,3,0.05
393,489,9,0.01
393,1003,2,0.06
393,705,4,0.09
393,182,2,0.08
393,1387,4,0.03
394,1551,3,0.05
395,169,5,0.18
395,1600,7,0.14
395,23,9,0.09
395,1844,6,0.13
395,227,10,0.19
396,252,5,0.19
396,96,7,0.18
396,115,6,0.12
396,986,7,0.04
397,1935,6,0.06
397,1086,3,0.1
397,1733,9,0.01
397,1827,2,0.15
397,930,9,0.06
397,1647,9,0.08
397,1600,2,0.05
397,842,4,0.04
397,1301,2,0.16
397,1977,5,0.08
398,1772,1,0.02
398,1560,7,0.04
398,577,5,0.11
398,672,10,0.12
398,1554,3,0.0
398,1719,4,0.15
398,1959,7,0.12
398,327,1,0.08
399,940,10,0.2
399,759,4,0.06
399,1237,5,0.13
399,42,3,0.19
399,1246,3,0.01
399,1609,8,0.11
399,371,10,0.14
399,385,4,0.16
400,1950,5,0.14
400,469,4,0.19
400,1367,5,0.02
400,1452,6,0.19
400,328,3,0.07
400,1346,9,0.03
400,1018,8,0.11
400,245,1,0.15
401,1653,4,0.02
401,1628,9,0.14
401,1462,8,0.09
401,1968,10,0.15
401,1561,7,0.02
401,576,1,0.2
402,1440,7,0.12
402,1952,10,0.2
402,716,5,0.02
402,1970,7,0.01
402,1190,9,0.05
402,1946,3,0.15
402,1075,3,0.12
403,1584,4,0.0
403,671,2,0.18
403,1564,4,0.09
403,1524,10,0.01
403,1148,5,0.08
404,1731,5,0.0
404,560,5,0.04
404,1571,5,0.04
404,532,4,0.02
404,873,6,0.1
404,661,1,0.05
404,1507,2,0.06
405,1392,3,0.13
405,76,9,0.11
405,1012,2,0.18
405,122,8,0.09
405,202,2,0.15
405,253,1,0.02
406,940,7,0.12
406,834,6,0.06
407,1427,3,0.12
407,1407,8,0.11
407,1568,7,0.2
407,1840,9,0.18
408,293,3,0.01
408,1163,1,0.02
408,983,9,0.06
408,1504,4,0.19
408,1966,4,0.13
409,1413,5,0.18
409,1568,6,0.15
410,529,4,0.13
410,885,8,0.19
410,423,6,0.17
410,1478,1,0.14
410,1944,8,0.02
411,1471,7,0.1
411,1951,1,0.0
411,964,2,0.1
411,950,7,0.12
411,1240,2,0.1
411,232,6,0.08
411,8,5,0.09
412,260,10,0.15
413,457,4,0.02
413,127,1,0.19
413,1205,4,0.09
413,495,2,0.01
413,918,9,0.16
413,1483,6,0.03
413,798,3,0.17
414,1639,2,0.19
414,318,3,0.05
414,786,5,0.13
415,1740,7,0.05
416,1648,1,0.17
417,1412,3,0.04
417,960,9,0.0
417,265,4,0.16
417,593,3,0.02
417,1388,7,0.14
417,168,9,0.01
417,1461,8,0.16
417,1261,1,0.15
417,1326,10,0.16
418,438,8,0.01
418,204,10,0.06
418,1783,3,0.13
418,549,6,0.09
418,1098,1,0.03
418,1363,8,0.12
419,630,7,0.1
420,1062,9,0.14
420,1428,8,0.11
420,252,2,0.08
420,1011,6,0.16
420,846,9,0.12
420,562,9,0.06
420,52,6,0.15
420,1819,9,0.05
421,233,8,0.03
421,1974,5,0.16
422,1156,5,0.12
423,1976,2,0.19
423,688,6,0.08
423,338,4,0.14
423,1845,8,0.13
423,60,5,0.11
423,1695,9,0.02
424,395,7,0.04
425,290,5,0.17
425,52,9,0.09
425,1478,5,0.02
425,783,4,0.06
425,1978,3,0.11
425,524,6,0.03
425,93,10,0.04
425,1748,3,0.01
425,1158,7,0.0
426,443,8,0.15
426,403,6,0.1
426,950,7,0.14
427,839,2,0.14
427,462,4,0.14
427,1300,4,0.14
427,593,1,0.09
427,211,8,0.13
428,245,7,0.18
428,473,6,0.05
428,1013,9,0.04
429,1750,10,0.13
429,1273,6,0.15
429,854,9,0.06
429,536,8,0.08
430,389,6,0.19
430,637,2,0.14
430,278,6,0.09
430,1700,9,0.13
430,363,4,0.17
430,517,6,0.17
430,1238,2,0.09
431,590,9,0.1
431,1087,3,0.17
432,1534,2,0.15
433,301,3,0.07
433,1634,5,0.11
433,439,4,0.0
433,1663,10,0.04
433,433,5,0.16
433,882,9,0.17
433,832,1,0.18
434,364,10,0.05
435,494,7,0.11
435,283,2,0.04
435,1429,4,0.18
435,1484,1,0.19
435,19,3,0.04
435,1557,10,0.05
436,700,7,0.02
436,735,7,0.02
436,1445,3,0.17
436,180,1,0.04
436,1179,10,0.02
436,568,6,0.17
437,1205,10,0.01
437,1544,8,0.16
437,1133,6,0.02
437,514,5,0.18
437,1445,10,0.18
437,313,5,0.11
438,68,2,0.16
438,593,6,0.08
438,194,5,0.14
438,657,1,0.13
438,1264,5,0.1
439,1260,3,0.1
439,687,2,0.18
439,1303,10,0.11
439,1373,2,0.1
439,74,5,0.13
439,246,1,0.05
439,25,2,0.12
439,1827,7,0.01
439,308,4,0.03
440,1178,3,0.16
440,1640,10,0.07
440,1481,7,0.08
440,1392,10,0.18
440,88,8,0.09
440,917,10,0.05
440,571,6,0.12
440,553,7,0.16
440,563,3,0.09
440,1215,6,0.12
441,506,8,0.08
441,1987,7,0.13
442,1407,9,0.05
442,473,1,0.17
442,1130,3,0.19
442,1651,5,0.11
442,319,1,0.02
442,570,1,0.09
442,69,4,0.14
443,1722,4,0.06
443,137,4,0.12
443,738,5,0.07
443,514,9,0.04
443,1726,3,0.12
443,1352,9,0.11
444,1404,1,0.03
444,871,3,0.03
444,856,8,0.19
444,1637,2,0.03
444,1068,10,0.08
444,1054,4,0.12
444,991,9,0.04
445,1045,7,0.04
445,665,8,0.02
446,731,7,0.06
446,175,1,0.13
446,718,9,0.17
446,1695,5,0.04
446,1488,4,0.08
446,1135,3,0.14
446,689,4,0.15
446,1854,7,0.04
447,1977,8,0.06
448,313,5,0.0
449,1096,4,0.05
449,448,1,0.04
449,1523,1,0.05
449,2000,8,0.17
449,107,3,0.09
449,828,9,0.19
449,1622,2,0.12
450,1643,5,0.12
450,352,6,0.15
450,1887,9,0.09
450,1262,9,0.08
450,1641,10,0.16
450,1058,9,0.06
450,960,7,0.06
450,1535,9,0.02
450,746,2,0.05
451,1881,6,0.14
451,160,2,0.13
451,1472,8,0.18
451,598,6,0.14
451,1406,6,0.12
451,1845,7,0.05
451,1407,10,0.01
452,1500,4,0.08
452,1075,4,0.1
452,954,2,0.2
452,69,6,0.02
452,631,1,0.04
452,951,2,0.16
452,418,3,0.18
452,102,4,0.06
452,1106,7,0.16
453,1770,8,0.07
453,1490,2,0.04
453,767,2,0.09
453,1061,4,0.03
453,1669,6,0.02
453,399,6,0.13
453,158,4,0.12
453,1406,5,0.12
453,1615,8,0.16
453,1291,8,0.12
454,1495,3,0.12
455,272,3,0.16
455,466,9,0.19
455,1742,6,0.01
455,1352,5,0.06
455,648,4,0.12
455,1776,1,0.12
455,891,9,0.13
455,1582,5,0.02
456,1414,4,0.17
456,1017,9,0.01
456,33,9,0.2
457,834,9,0.02
457,54,5,0.08
457,1706,6,0.01
457,167,9,0.17
457,1298,6,0.11
457,50,10,0.05
457,120,9,0.12
457,898,2,0.19
457,860,2,0.13
458,186,3,0.13
458,1602,6,0.14
458,247,3,0.19
458,98,6,0.12
458,1878,6,0.15
458,1842,3,0.02
458,1088,8,0.02
458,1801,4,0.11
458,1535,2,0.13
459,647,3,0.02
460,1229,9,0.12
461,1012,7,0.13
461,1906,9,0.05
461,139,1,0.13
462,291,6,0.12
462,368,5,0.06
462,1026,5,0.02
462,586,4,0.07
462,514,2,0.02
462,647,1,0.1
462,276,7,0.02
462,433,6,0.11
462,1909,7,0.01
462,345,7,0.18
463,792,7,0.09
463,1550,3,0.04
463,1790,2,0.06
463,367,7,0.04
463,1770,5,0.14
463,926,1,0.05
463,1930,10,0.02
463,264,10,0.18
463,1326,4,0.05
463,890,2,0.19
464,136,1,0.06
464,376,3,0.12
464,1819,7,0.18
464,969,3,0.09
465,1889,7,0.09
465,149,7,0.2
466,1366,8,0.01
466,697,4,0.12
466,1420,5,0.07
466,1996,1,0.0
466,334,4,0.02
466,387,10,0.06
466,1677,5,0.12
466,401,3,0.18
466,442,2,0.2
466,1793,9,0.16
467,1881,6,0.09
467,132,10,0.19
467,158,6,0.17
467,691,8,0.09
467,1218,1,0.05
468,1024,4,0.08
468,1321,8,0.07
468,1431,2,0.11
468,93,4,0.15
468,1356,1,0.03
468,374,8,0.05
468,1748,7,0.02
469,278,6,0.05
469,138,4,0.19
470,21,3,0.07
470,1589,3,0.14
470,524,7,0.11
470,1772,8,0.16
470,1468,1,0.08
470,747,3,0.12
470,316,4,0.04
470,1849,8,0.03
470,209,9,0.14
470,1565,8,0.11
471,455,3,0.18
471,149,4,0.04
471,418,8,0.06
471,511,8,0.01
471,1226,10,0.02
472,783,7,0.07
472,1524,8,0.06
472,1527,6,0.08
472,964,7,0.01
472,987,9,0.08
472,1043,7,0.16
473,1855,9,0.08
473,334,2,0.1
473,1217,9,0.16
473,1313,5,0.03
473,608,10,0.12
473,1784,9,0.1
473,1228,1,0.07
474,390,5,0.2
475,1071,10,0.14
475,785,3,0.11
475,558,1,0.01
475,69,2,0.07
476,455,5,0.05
476,1424,6,0.19
476,1217,10,0.05
476,838,1,0.11
476,303,8,0.16
476,1049,1,0.08
476,1016,2,0.02
477,1923,4,0.16
477,617,7,0.18
477,689,9,0.11
477,502,9,0.13
477,1637,3,0.14
477,1530,6,0.01
477,1514,8,0.11
477,1250,9,0.2
477,1707,2,0.13
477,1488,4,0.17
478,1620,4,0.09
478,908,4,0.06
478,1273,8,0.12
478,1152,7,0.04
478,1342,7,0.15
478,1932,1,0.13
478,1025,7,0.02
478,1633,5,0.08
479,968,2,0.05
479,1834,9,0.01
